E0 0180009008 04E 0F10 7FD 3C78 7FD 004D 0000 0100  E1
E1 0020009001 04E 0F10 7FD 3C78 7FD 3C78 0000 0100  E2
E2 0180009408 04E 0F10 7FE F91A 7FD 3C78 0000 0100  E3
E3 0001809821 04E 0F10 7FE 3818 7FD 3C78 0000 0000  E4
E4 0288009208 04E 0F10 7FC 3818 7FC 3C78 0000 0000  E5
E5 80C4101040 04E 0F10 7FC 3818 7FC 3C78 0000 0000  C4
C4 80DE801040 04E 0F10 7FC 3818 7FC 3C78 0000 0000  C5
C5 8001401040 04E 0F10 7FC 3818 7FC 3C78 0000 0000  01
